region,metric,removal_percent,edges_lost,efficiency_loss_percent,nodes_removed,original_efficiency,new_efficiency,node_impacts,node_count,edge_count,subregion,condition
GBR_wind-and-tides_Swain,degree,5,326,63.94098928781348,"[288, 332, 151, 271, 292, 226, 252, 59, 111, 120, 130, 333, 187, 331, 537, 293, 290, 96, 141, 266, 484, 272, 153, 167, 169, 248, 249, 289, 567]",0.07069002151965399,0.02549012243221899,"{288: 0.04915254237288135, 332: 0.0423728813559322, 151: 0.03898305084745762, 271: 0.03898305084745762, 292: 0.03728813559322034, 226: 0.03220338983050847, 252: 0.030508474576271184, 59: 0.0288135593220339, 111: 0.0288135593220339, 120: 0.02711864406779661, 130: 0.02711864406779661, 333: 0.02711864406779661, 187: 0.02542372881355932, 331: 0.02542372881355932, 537: 0.02542372881355932, 293: 0.023728813559322035, 290: 0.022033898305084745, 96: 0.020338983050847456, 141: 0.020338983050847456, 266: 0.020338983050847456, 484: 0.020338983050847456, 272: 0.01864406779661017, 153: 0.01694915254237288, 167: 0.01694915254237288, 169: 0.01694915254237288, 248: 0.01694915254237288, 249: 0.01694915254237288, 289: 0.01694915254237288, 567: 0.01694915254237288}",591,787,Swain,wind-and-tides
GBR_wind-and-tides_Swain,degree,10,466,80.8999765374375,"[288, 332, 151, 271, 292, 226, 252, 59, 111, 120, 130, 333, 187, 331, 537, 293, 290, 96, 141, 266, 484, 272, 153, 167, 169, 248, 249, 289, 567, 77, 131, 171, 193, 311, 577, 100, 110, 138, 157, 227, 241, 246, 411, 454, 555, 578, 57, 78, 185, 207, 267, 268, 312, 324, 349, 370, 396, 524, 546]",0.07069002151965399,0.013501810695944402,"{288: 0.04915254237288135, 332: 0.0423728813559322, 151: 0.03898305084745762, 271: 0.03898305084745762, 292: 0.03728813559322034, 226: 0.03220338983050847, 252: 0.030508474576271184, 59: 0.0288135593220339, 111: 0.0288135593220339, 120: 0.02711864406779661, 130: 0.02711864406779661, 333: 0.02711864406779661, 187: 0.02542372881355932, 331: 0.02542372881355932, 537: 0.02542372881355932, 293: 0.023728813559322035, 290: 0.022033898305084745, 96: 0.020338983050847456, 141: 0.020338983050847456, 266: 0.020338983050847456, 484: 0.020338983050847456, 272: 0.01864406779661017, 153: 0.01694915254237288, 167: 0.01694915254237288, 169: 0.01694915254237288, 248: 0.01694915254237288, 249: 0.01694915254237288, 289: 0.01694915254237288, 567: 0.01694915254237288, 77: 0.015254237288135592, 131: 0.015254237288135592, 171: 0.015254237288135592, 193: 0.015254237288135592, 311: 0.015254237288135592, 577: 0.015254237288135592, 100: 0.013559322033898305, 110: 0.013559322033898305, 138: 0.013559322033898305, 157: 0.013559322033898305, 227: 0.013559322033898305, 241: 0.013559322033898305, 246: 0.013559322033898305, 411: 0.013559322033898305, 454: 0.013559322033898305, 555: 0.013559322033898305, 578: 0.013559322033898305, 57: 0.011864406779661017, 78: 0.011864406779661017, 185: 0.011864406779661017, 207: 0.011864406779661017, 267: 0.011864406779661017, 268: 0.011864406779661017, 312: 0.011864406779661017, 324: 0.011864406779661017, 349: 0.011864406779661017, 370: 0.011864406779661017, 396: 0.011864406779661017, 524: 0.011864406779661017, 546: 0.011864406779661017}",591,787,Swain,wind-and-tides
GBR_wind-and-tides_Swain,degree,15,559,93.53762238036511,"[288, 332, 151, 271, 292, 226, 252, 59, 111, 120, 130, 333, 187, 331, 537, 293, 290, 96, 141, 266, 484, 272, 153, 167, 169, 248, 249, 289, 567, 77, 131, 171, 193, 311, 577, 100, 110, 138, 157, 227, 241, 246, 411, 454, 555, 578, 57, 78, 185, 207, 267, 268, 312, 324, 349, 370, 396, 524, 546, 554, 556, 563, 55, 56, 58, 113, 132, 133, 154, 156, 172, 192, 197, 242, 398, 416, 425, 433, 547, 559, 566, 74, 79, 109, 112, 117, 158, 176]",0.07069002151965399,0.004568256130001208,"{288: 0.04915254237288135, 332: 0.0423728813559322, 151: 0.03898305084745762, 271: 0.03898305084745762, 292: 0.03728813559322034, 226: 0.03220338983050847, 252: 0.030508474576271184, 59: 0.0288135593220339, 111: 0.0288135593220339, 120: 0.02711864406779661, 130: 0.02711864406779661, 333: 0.02711864406779661, 187: 0.02542372881355932, 331: 0.02542372881355932, 537: 0.02542372881355932, 293: 0.023728813559322035, 290: 0.022033898305084745, 96: 0.020338983050847456, 141: 0.020338983050847456, 266: 0.020338983050847456, 484: 0.020338983050847456, 272: 0.01864406779661017, 153: 0.01694915254237288, 167: 0.01694915254237288, 169: 0.01694915254237288, 248: 0.01694915254237288, 249: 0.01694915254237288, 289: 0.01694915254237288, 567: 0.01694915254237288, 77: 0.015254237288135592, 131: 0.015254237288135592, 171: 0.015254237288135592, 193: 0.015254237288135592, 311: 0.015254237288135592, 577: 0.015254237288135592, 100: 0.013559322033898305, 110: 0.013559322033898305, 138: 0.013559322033898305, 157: 0.013559322033898305, 227: 0.013559322033898305, 241: 0.013559322033898305, 246: 0.013559322033898305, 411: 0.013559322033898305, 454: 0.013559322033898305, 555: 0.013559322033898305, 578: 0.013559322033898305, 57: 0.011864406779661017, 78: 0.011864406779661017, 185: 0.011864406779661017, 207: 0.011864406779661017, 267: 0.011864406779661017, 268: 0.011864406779661017, 312: 0.011864406779661017, 324: 0.011864406779661017, 349: 0.011864406779661017, 370: 0.011864406779661017, 396: 0.011864406779661017, 524: 0.011864406779661017, 546: 0.011864406779661017, 554: 0.011864406779661017, 556: 0.011864406779661017, 563: 0.011864406779661017, 55: 0.010169491525423728, 56: 0.010169491525423728, 58: 0.010169491525423728, 113: 0.010169491525423728, 132: 0.010169491525423728, 133: 0.010169491525423728, 154: 0.010169491525423728, 156: 0.010169491525423728, 172: 0.010169491525423728, 192: 0.010169491525423728, 197: 0.010169491525423728, 242: 0.010169491525423728, 398: 0.010169491525423728, 416: 0.010169491525423728, 425: 0.010169491525423728, 433: 0.010169491525423728, 547: 0.010169491525423728, 559: 0.010169491525423728, 566: 0.010169491525423728, 74: 0.00847457627118644, 79: 0.00847457627118644, 109: 0.00847457627118644, 112: 0.00847457627118644, 117: 0.00847457627118644, 158: 0.00847457627118644, 176: 0.00847457627118644}",591,787,Swain,wind-and-tides
GBR_wind-only_Cairns,degree,5,30,73.72273122325245,"[8, 65, 2, 5]",0.08570987654320998,0.022522214627477784,"{8: 0.15000000000000002, 65: 0.1125, 2: 0.1, 5: 0.07500000000000001}",81,71,Cairns,wind-only
GBR_wind-only_Cairns,degree,10,41,78.06837969425963,"[8, 65, 2, 5, 59, 1, 14, 6]",0.08570987654320998,0.018797564687975648,"{8: 0.15000000000000002, 65: 0.1125, 2: 0.1, 5: 0.07500000000000001, 59: 0.07500000000000001, 1: 0.0625, 14: 0.0625, 6: 0.05}",81,71,Cairns,wind-only
GBR_wind-only_Cairns,degree,15,53,88.39572778587724,"[8, 65, 2, 5, 59, 1, 14, 6, 40, 63, 79, 7]",0.08570987654320998,0.009946007388462632,"{8: 0.15000000000000002, 65: 0.1125, 2: 0.1, 5: 0.07500000000000001, 59: 0.07500000000000001, 1: 0.0625, 14: 0.0625, 6: 0.05, 40: 0.05, 63: 0.05, 79: 0.05, 7: 0.037500000000000006}",81,71,Cairns,wind-only
GBR_wind-only_Grenville,degree,5,337,72.52982222823063,"[471, 633, 244, 295, 172, 190, 197, 182, 216, 240, 461, 491, 144, 233, 349, 149, 284, 311, 378, 504, 179, 170, 346, 530, 162, 167, 168, 178, 209, 217, 472, 493]",0.05344674246020971,0.014681915167039346,"{471: 0.043076923076923075, 633: 0.027692307692307693, 244: 0.026153846153846153, 295: 0.026153846153846153, 172: 0.023076923076923078, 190: 0.023076923076923078, 197: 0.023076923076923078, 182: 0.021538461538461538, 216: 0.021538461538461538, 240: 0.021538461538461538, 461: 0.021538461538461538, 491: 0.021538461538461538, 144: 0.02, 233: 0.02, 349: 0.02, 149: 0.01846153846153846, 284: 0.01846153846153846, 311: 0.01846153846153846, 378: 0.01846153846153846, 504: 0.01846153846153846, 179: 0.016923076923076923, 170: 0.015384615384615385, 346: 0.015384615384615385, 530: 0.015384615384615385, 162: 0.013846153846153847, 167: 0.013846153846153847, 168: 0.013846153846153847, 178: 0.013846153846153847, 209: 0.013846153846153847, 217: 0.013846153846153847, 472: 0.013846153846153847, 493: 0.013846153846153847}",651,910,Grenville,wind-only
GBR_wind-only_Grenville,degree,10,511,89.47741916508967,"[471, 633, 244, 295, 172, 190, 197, 182, 216, 240, 461, 491, 144, 233, 349, 149, 284, 311, 378, 504, 179, 170, 346, 530, 162, 167, 168, 178, 209, 217, 472, 493, 105, 142, 198, 199, 200, 238, 245, 251, 291, 294, 372, 384, 395, 492, 505, 510, 537, 554, 559, 136, 145, 175, 180, 191, 210, 211, 213, 234, 241, 248, 256, 278, 333]",0.05344674246020971,0.005623976679001911,"{471: 0.043076923076923075, 633: 0.027692307692307693, 244: 0.026153846153846153, 295: 0.026153846153846153, 172: 0.023076923076923078, 190: 0.023076923076923078, 197: 0.023076923076923078, 182: 0.021538461538461538, 216: 0.021538461538461538, 240: 0.021538461538461538, 461: 0.021538461538461538, 491: 0.021538461538461538, 144: 0.02, 233: 0.02, 349: 0.02, 149: 0.01846153846153846, 284: 0.01846153846153846, 311: 0.01846153846153846, 378: 0.01846153846153846, 504: 0.01846153846153846, 179: 0.016923076923076923, 170: 0.015384615384615385, 346: 0.015384615384615385, 530: 0.015384615384615385, 162: 0.013846153846153847, 167: 0.013846153846153847, 168: 0.013846153846153847, 178: 0.013846153846153847, 209: 0.013846153846153847, 217: 0.013846153846153847, 472: 0.013846153846153847, 493: 0.013846153846153847, 105: 0.012307692307692308, 142: 0.012307692307692308, 198: 0.012307692307692308, 199: 0.012307692307692308, 200: 0.012307692307692308, 238: 0.012307692307692308, 245: 0.012307692307692308, 251: 0.012307692307692308, 291: 0.012307692307692308, 294: 0.012307692307692308, 372: 0.012307692307692308, 384: 0.012307692307692308, 395: 0.012307692307692308, 492: 0.012307692307692308, 505: 0.012307692307692308, 510: 0.012307692307692308, 537: 0.012307692307692308, 554: 0.012307692307692308, 559: 0.012307692307692308, 136: 0.010769230769230769, 145: 0.010769230769230769, 175: 0.010769230769230769, 180: 0.010769230769230769, 191: 0.010769230769230769, 210: 0.010769230769230769, 211: 0.010769230769230769, 213: 0.010769230769230769, 234: 0.010769230769230769, 241: 0.010769230769230769, 248: 0.010769230769230769, 256: 0.010769230769230769, 278: 0.010769230769230769, 333: 0.010769230769230769}",651,910,Grenville,wind-only
GBR_wind-only_Grenville,degree,15,624,94.46778814279185,"[471, 633, 244, 295, 172, 190, 197, 182, 216, 240, 461, 491, 144, 233, 349, 149, 284, 311, 378, 504, 179, 170, 346, 530, 162, 167, 168, 178, 209, 217, 472, 493, 105, 142, 198, 199, 200, 238, 245, 251, 291, 294, 372, 384, 395, 492, 505, 510, 537, 554, 559, 136, 145, 175, 180, 191, 210, 211, 213, 234, 241, 248, 256, 278, 333, 334, 335, 478, 479, 509, 531, 538, 558, 650, 1, 78, 102, 107, 131, 138, 150, 158, 159, 171, 189, 195, 214, 219, 231, 237, 243, 344, 347, 359, 364, 369, 379]",0.05344674246020971,0.002956787023675225,"{471: 0.043076923076923075, 633: 0.027692307692307693, 244: 0.026153846153846153, 295: 0.026153846153846153, 172: 0.023076923076923078, 190: 0.023076923076923078, 197: 0.023076923076923078, 182: 0.021538461538461538, 216: 0.021538461538461538, 240: 0.021538461538461538, 461: 0.021538461538461538, 491: 0.021538461538461538, 144: 0.02, 233: 0.02, 349: 0.02, 149: 0.01846153846153846, 284: 0.01846153846153846, 311: 0.01846153846153846, 378: 0.01846153846153846, 504: 0.01846153846153846, 179: 0.016923076923076923, 170: 0.015384615384615385, 346: 0.015384615384615385, 530: 0.015384615384615385, 162: 0.013846153846153847, 167: 0.013846153846153847, 168: 0.013846153846153847, 178: 0.013846153846153847, 209: 0.013846153846153847, 217: 0.013846153846153847, 472: 0.013846153846153847, 493: 0.013846153846153847, 105: 0.012307692307692308, 142: 0.012307692307692308, 198: 0.012307692307692308, 199: 0.012307692307692308, 200: 0.012307692307692308, 238: 0.012307692307692308, 245: 0.012307692307692308, 251: 0.012307692307692308, 291: 0.012307692307692308, 294: 0.012307692307692308, 372: 0.012307692307692308, 384: 0.012307692307692308, 395: 0.012307692307692308, 492: 0.012307692307692308, 505: 0.012307692307692308, 510: 0.012307692307692308, 537: 0.012307692307692308, 554: 0.012307692307692308, 559: 0.012307692307692308, 136: 0.010769230769230769, 145: 0.010769230769230769, 175: 0.010769230769230769, 180: 0.010769230769230769, 191: 0.010769230769230769, 210: 0.010769230769230769, 211: 0.010769230769230769, 213: 0.010769230769230769, 234: 0.010769230769230769, 241: 0.010769230769230769, 248: 0.010769230769230769, 256: 0.010769230769230769, 278: 0.010769230769230769, 333: 0.010769230769230769, 334: 0.010769230769230769, 335: 0.010769230769230769, 478: 0.010769230769230769, 479: 0.010769230769230769, 509: 0.010769230769230769, 531: 0.010769230769230769, 538: 0.010769230769230769, 558: 0.010769230769230769, 650: 0.010769230769230769, 1: 0.00923076923076923, 78: 0.00923076923076923, 102: 0.00923076923076923, 107: 0.00923076923076923, 131: 0.00923076923076923, 138: 0.00923076923076923, 150: 0.00923076923076923, 158: 0.00923076923076923, 159: 0.00923076923076923, 171: 0.00923076923076923, 189: 0.00923076923076923, 195: 0.00923076923076923, 214: 0.00923076923076923, 219: 0.00923076923076923, 231: 0.00923076923076923, 237: 0.00923076923076923, 243: 0.00923076923076923, 344: 0.00923076923076923, 347: 0.00923076923076923, 359: 0.00923076923076923, 364: 0.00923076923076923, 369: 0.00923076923076923, 379: 0.00923076923076923}",651,910,Grenville,wind-only
GBR_wind-only_Swain,degree,5,254,57.529084376601894,"[185, 226, 567, 537, 248, 289, 333, 484, 525, 59, 151, 230, 267, 96, 111, 169, 189, 293, 349, 379, 486, 492, 495, 579, 79, 88, 265, 266, 326]",0.08392160978523817,0.035642276081685915,"{185: 0.023728813559322035, 226: 0.023728813559322035, 567: 0.023728813559322035, 537: 0.022033898305084745, 248: 0.020338983050847456, 289: 0.020338983050847456, 333: 0.020338983050847456, 484: 0.020338983050847456, 525: 0.01864406779661017, 59: 0.01694915254237288, 151: 0.01694915254237288, 230: 0.01694915254237288, 267: 0.01694915254237288, 96: 0.015254237288135592, 111: 0.015254237288135592, 169: 0.015254237288135592, 189: 0.015254237288135592, 293: 0.015254237288135592, 349: 0.015254237288135592, 379: 0.015254237288135592, 486: 0.015254237288135592, 492: 0.015254237288135592, 495: 0.015254237288135592, 579: 0.015254237288135592, 79: 0.013559322033898305, 88: 0.013559322033898305, 265: 0.013559322033898305, 266: 0.013559322033898305, 326: 0.013559322033898305}",591,722,Swain,wind-only
GBR_wind-only_Swain,degree,10,407,85.9278309882407,"[185, 226, 567, 537, 248, 289, 333, 484, 525, 59, 151, 230, 267, 96, 111, 169, 189, 293, 349, 379, 486, 492, 495, 579, 79, 88, 265, 266, 326, 332, 351, 396, 425, 429, 485, 100, 107, 112, 138, 152, 177, 253, 334, 419, 493, 494, 517, 527, 542, 552, 553, 555, 563, 564, 577, 578, 52, 77, 78]",0.08392160978523817,0.011809590766367839,"{185: 0.023728813559322035, 226: 0.023728813559322035, 567: 0.023728813559322035, 537: 0.022033898305084745, 248: 0.020338983050847456, 289: 0.020338983050847456, 333: 0.020338983050847456, 484: 0.020338983050847456, 525: 0.01864406779661017, 59: 0.01694915254237288, 151: 0.01694915254237288, 230: 0.01694915254237288, 267: 0.01694915254237288, 96: 0.015254237288135592, 111: 0.015254237288135592, 169: 0.015254237288135592, 189: 0.015254237288135592, 293: 0.015254237288135592, 349: 0.015254237288135592, 379: 0.015254237288135592, 486: 0.015254237288135592, 492: 0.015254237288135592, 495: 0.015254237288135592, 579: 0.015254237288135592, 79: 0.013559322033898305, 88: 0.013559322033898305, 265: 0.013559322033898305, 266: 0.013559322033898305, 326: 0.013559322033898305, 332: 0.013559322033898305, 351: 0.013559322033898305, 396: 0.013559322033898305, 425: 0.013559322033898305, 429: 0.013559322033898305, 485: 0.013559322033898305, 100: 0.011864406779661017, 107: 0.011864406779661017, 112: 0.011864406779661017, 138: 0.011864406779661017, 152: 0.011864406779661017, 177: 0.011864406779661017, 253: 0.011864406779661017, 334: 0.011864406779661017, 419: 0.011864406779661017, 493: 0.011864406779661017, 494: 0.011864406779661017, 517: 0.011864406779661017, 527: 0.011864406779661017, 542: 0.011864406779661017, 552: 0.011864406779661017, 553: 0.011864406779661017, 555: 0.011864406779661017, 563: 0.011864406779661017, 564: 0.011864406779661017, 577: 0.011864406779661017, 578: 0.011864406779661017, 52: 0.010169491525423728, 77: 0.010169491525423728, 78: 0.010169491525423728}",591,722,Swain,wind-only
GBR_wind-only_Swain,degree,15,501,94.2086425519495,"[185, 226, 567, 537, 248, 289, 333, 484, 525, 59, 151, 230, 267, 96, 111, 169, 189, 293, 349, 379, 486, 492, 495, 579, 79, 88, 265, 266, 326, 332, 351, 396, 425, 429, 485, 100, 107, 112, 138, 152, 177, 253, 334, 419, 493, 494, 517, 527, 542, 552, 553, 555, 563, 564, 577, 578, 52, 77, 78, 81, 83, 95, 133, 227, 241, 288, 348, 538, 543, 546, 559, 560, 575, 581, 56, 58, 74, 141, 153, 181, 187, 188, 222, 236, 242, 243, 268, 271]",0.08392160978523817,0.004860200398821274,"{185: 0.023728813559322035, 226: 0.023728813559322035, 567: 0.023728813559322035, 537: 0.022033898305084745, 248: 0.020338983050847456, 289: 0.020338983050847456, 333: 0.020338983050847456, 484: 0.020338983050847456, 525: 0.01864406779661017, 59: 0.01694915254237288, 151: 0.01694915254237288, 230: 0.01694915254237288, 267: 0.01694915254237288, 96: 0.015254237288135592, 111: 0.015254237288135592, 169: 0.015254237288135592, 189: 0.015254237288135592, 293: 0.015254237288135592, 349: 0.015254237288135592, 379: 0.015254237288135592, 486: 0.015254237288135592, 492: 0.015254237288135592, 495: 0.015254237288135592, 579: 0.015254237288135592, 79: 0.013559322033898305, 88: 0.013559322033898305, 265: 0.013559322033898305, 266: 0.013559322033898305, 326: 0.013559322033898305, 332: 0.013559322033898305, 351: 0.013559322033898305, 396: 0.013559322033898305, 425: 0.013559322033898305, 429: 0.013559322033898305, 485: 0.013559322033898305, 100: 0.011864406779661017, 107: 0.011864406779661017, 112: 0.011864406779661017, 138: 0.011864406779661017, 152: 0.011864406779661017, 177: 0.011864406779661017, 253: 0.011864406779661017, 334: 0.011864406779661017, 419: 0.011864406779661017, 493: 0.011864406779661017, 494: 0.011864406779661017, 517: 0.011864406779661017, 527: 0.011864406779661017, 542: 0.011864406779661017, 552: 0.011864406779661017, 553: 0.011864406779661017, 555: 0.011864406779661017, 563: 0.011864406779661017, 564: 0.011864406779661017, 577: 0.011864406779661017, 578: 0.011864406779661017, 52: 0.010169491525423728, 77: 0.010169491525423728, 78: 0.010169491525423728, 81: 0.010169491525423728, 83: 0.010169491525423728, 95: 0.010169491525423728, 133: 0.010169491525423728, 227: 0.010169491525423728, 241: 0.010169491525423728, 288: 0.010169491525423728, 348: 0.010169491525423728, 538: 0.010169491525423728, 543: 0.010169491525423728, 546: 0.010169491525423728, 559: 0.010169491525423728, 560: 0.010169491525423728, 575: 0.010169491525423728, 581: 0.010169491525423728, 56: 0.00847457627118644, 58: 0.00847457627118644, 74: 0.00847457627118644, 141: 0.00847457627118644, 153: 0.00847457627118644, 181: 0.00847457627118644, 187: 0.00847457627118644, 188: 0.00847457627118644, 222: 0.00847457627118644, 236: 0.00847457627118644, 242: 0.00847457627118644, 243: 0.00847457627118644, 268: 0.00847457627118644, 271: 0.00847457627118644}",591,722,Swain,wind-only
Caribbean,eigenvector,5,4322,2.1108996139579728,"[107, 57, 35, 14, 29, 26, 95, 20, 71, 135, 18, 134, 48, 66, 17, 97, 39, 106, 21, 138, 185]",0.5475573183343906,0.5359989330154713,"{107: 0.14245095629327142, 57: 0.13697833973916704, 35: 0.12993812020209702, 14: 0.129598245081093, 29: 0.1274444993130685, 26: 0.12555203748381635, 95: 0.125118437522287, 20: 0.12258264265815659, 71: 0.1222394848988993, 135: 0.11815730038119127, 18: 0.11769287004456536, 134: 0.11668937125571632, 48: 0.1162986546378245, 66: 0.1159163474806893, 17: 0.11492215804257316, 97: 0.11454232031856591, 39: 0.11191110678207432, 106: 0.11178773513885794, 21: 0.11099439530247744, 138: 0.11062777632247858, 185: 0.11008475536299317}",423,23128,,
Caribbean,eigenvector,10,7312,4.883462454193155,"[107, 57, 35, 14, 29, 26, 95, 20, 71, 135, 18, 134, 48, 66, 17, 97, 39, 106, 21, 138, 185, 111, 11, 170, 121, 160, 13, 80, 123, 147, 15, 200, 155, 209, 140, 136, 156, 113, 131, 81, 70, 167]",0.5475573183343906,0.5208175622783437,"{107: 0.14245095629327142, 57: 0.13697833973916704, 35: 0.12993812020209702, 14: 0.129598245081093, 29: 0.1274444993130685, 26: 0.12555203748381635, 95: 0.125118437522287, 20: 0.12258264265815659, 71: 0.1222394848988993, 135: 0.11815730038119127, 18: 0.11769287004456536, 134: 0.11668937125571632, 48: 0.1162986546378245, 66: 0.1159163474806893, 17: 0.11492215804257316, 97: 0.11454232031856591, 39: 0.11191110678207432, 106: 0.11178773513885794, 21: 0.11099439530247744, 138: 0.11062777632247858, 185: 0.11008475536299317, 111: 0.10908726278715565, 11: 0.10673631890871284, 170: 0.10643898788163321, 121: 0.1061017313585868, 160: 0.10601454754466694, 13: 0.1059734125254466, 80: 0.1059722929448024, 123: 0.10530520252385668, 147: 0.10348710961322252, 15: 0.10283185116095363, 200: 0.1022509923078631, 155: 0.09982444044680203, 209: 0.09921786054265491, 140: 0.09896883094513248, 136: 0.09893939567299963, 156: 0.09871391780905418, 113: 0.0981560672606382, 131: 0.09813498589316975, 81: 0.0976302103440773, 70: 0.0971748833227314, 167: 0.09637868034296453}",423,23128,,
Caribbean,eigenvector,15,9221,7.3169110850906165,"[107, 57, 35, 14, 29, 26, 95, 20, 71, 135, 18, 134, 48, 66, 17, 97, 39, 106, 21, 138, 185, 111, 11, 170, 121, 160, 13, 80, 123, 147, 15, 200, 155, 209, 140, 136, 156, 113, 131, 81, 70, 167, 89, 129, 117, 171, 7, 33, 49, 23, 212, 25, 230, 64, 114, 130, 90, 190, 93, 172, 116, 36, 75]",0.5475573183343906,0.5074930362119566,"{107: 0.14245095629327142, 57: 0.13697833973916704, 35: 0.12993812020209702, 14: 0.129598245081093, 29: 0.1274444993130685, 26: 0.12555203748381635, 95: 0.125118437522287, 20: 0.12258264265815659, 71: 0.1222394848988993, 135: 0.11815730038119127, 18: 0.11769287004456536, 134: 0.11668937125571632, 48: 0.1162986546378245, 66: 0.1159163474806893, 17: 0.11492215804257316, 97: 0.11454232031856591, 39: 0.11191110678207432, 106: 0.11178773513885794, 21: 0.11099439530247744, 138: 0.11062777632247858, 185: 0.11008475536299317, 111: 0.10908726278715565, 11: 0.10673631890871284, 170: 0.10643898788163321, 121: 0.1061017313585868, 160: 0.10601454754466694, 13: 0.1059734125254466, 80: 0.1059722929448024, 123: 0.10530520252385668, 147: 0.10348710961322252, 15: 0.10283185116095363, 200: 0.1022509923078631, 155: 0.09982444044680203, 209: 0.09921786054265491, 140: 0.09896883094513248, 136: 0.09893939567299963, 156: 0.09871391780905418, 113: 0.0981560672606382, 131: 0.09813498589316975, 81: 0.0976302103440773, 70: 0.0971748833227314, 167: 0.09637868034296453, 89: 0.09605272934401608, 129: 0.09387220399541084, 117: 0.09377724284161214, 171: 0.09324246698562136, 7: 0.09272872665684054, 33: 0.08908320381545899, 49: 0.08797061573513461, 23: 0.08751798211841728, 212: 0.08617331531999187, 25: 0.08570956519032503, 230: 0.0852410635149776, 64: 0.08445914047922497, 114: 0.08440774129376667, 130: 0.08368594525130456, 90: 0.08276593638015754, 190: 0.08257580177664403, 93: 0.0818408118948909, 172: 0.08082966392241261, 116: 0.0806816713331199, 36: 0.08051796691859356, 75: 0.07846304642946214}",423,23128,,
